study_hours_per_day,attendance_rate,previous_grades,sleep_hours,extracurricular_hours,parental_education,internet_access,tutoring,family_income,motivation_level,gender,school_type,distance_to_school_km,teacher_quality,stress_level,performance
1.8815444479970629,100.0,73.27611199866381,5.653254900361556,3.156710507666685,Bachelor,No,No,Low,Medium,Male,Public,17.910533953698415,Low,7.852468516159529,At Risk
6.198473153382331,93.31550543288029,83.00392624608244,6.268441940576883,2.299341135116087,Bachelor,Yes,No,High,Medium,Female,Public,4.56986098795662,Low,6.145450638659645,High Performer
3.6613355492701967,83.73146555202923,58.05257956871902,8.611499507155365,2.4790738315271925,High School,No,No,Low,Medium,Female,Public,1.3834715124375376,High,2.737820509662316,Average
4.101292307031886,71.60273851725252,58.82860089325996,7.744600176600912,4.990620798320824,High School,Yes,Yes,High,Low,Male,Public,1.9849186092313853,Low,3.799106068822651,Average
1.8628777206798146,60.6084114491478,82.30851101383621,10.112597559022813,1.669854286093944,Bachelor,Yes,No,Low,High,Male,Public,1.9271061032052068,High,5.745534448552804,Average
3.183425913212226,69.4168983589342,36.95387450456869,8.77019226061229,1.618686927179125,Master,No,No,Medium,Medium,Male,Public,1.9762943049469228,Low,3.186984438134459,At Risk
4.166383884564799,91.33122929556279,59.17218837225486,8.716439602839909,2.1398942144149564,Bachelor,Yes,No,Low,High,Male,Private,5.58842775868606,Low,3.549319918370486,Average
2.2735096338665457,100.0,67.85635834887587,4.9181971743162975,3.285819122697246,High School,Yes,Yes,Medium,Medium,Female,Public,3.7837152969198544,Medium,7.689919332348298,Average
4.563547027518508,98.14865292408284,71.73828081927552,8.145790527450133,0.1921591637715212,Bachelor,Yes,No,Medium,Low,Male,Private,2.4341148480414736,Low,3.7732487430536263,Average
3.0990419651217924,67.6672586732059,57.35289960213676,6.920339797454634,0.0,Master,Yes,Yes,Medium,High,Female,Public,0.8072432107026228,Medium,6.9093336320587735,Average
3.562459375310085,58.205738500664836,65.51661517558762,6.173527294692626,1.2954616752558228,High School,Yes,Yes,Low,Medium,Female,Public,0.5,High,7.5106463790618765,Average
3.097440081655905,77.11329370366806,27.67508969880516,7.252023010798792,0.039292449128855544,PhD,No,No,Low,Medium,Female,Public,1.2348423555905077,Low,3.5330758176620716,At Risk
6.778417276763406,48.473409516557226,55.126273814992274,8.417817301917225,1.490202382969234,Master,Yes,Yes,Low,Medium,Male,Public,0.5684836273519959,High,3.220074886885717,High Performer
3.9797541628930992,79.84751571277172,71.80263068831701,7.751247386506318,2.602999635355148,High School,Yes,Yes,Medium,Low,Female,Public,7.695946535107849,Medium,4.44773582703767,Average
2.4134336065661497,72.78596120551997,50.265589486179806,5.68228929798691,0.9311013637372838,Master,Yes,No,High,Medium,Male,Public,0.596722282902183,Low,2.82274455865275,At Risk
5.233817368154783,68.00945247197636,65.88476332384396,8.11368837038893,0.2878081078623891,High School,Yes,Yes,High,High,Male,Public,6.4409085106898925,Low,5.2420677570054846,High Performer
2.1687345250434666,51.07945399099807,71.70308751204047,6.043618686886054,2.0832045940584174,Master,Yes,Yes,Low,Low,Female,Public,2.436023127177245,High,4.588696176293227,At Risk
4.313295392507133,82.70400159854574,59.86176198713353,7.32502467844643,3.0350521815382043,Bachelor,Yes,Yes,Medium,Medium,Male,Private,0.5,Low,5.7211600317726035,Average
1.0604948141803368,67.00948740507133,67.55695656494856,6.544974898784298,0.0,Bachelor,No,No,High,High,Female,Public,8.376020585843344,High,7.793886912465642,At Risk
2.0077209266523544,57.451247464345684,50.55901152073082,6.671700622396561,2.984278877967181,Bachelor,Yes,No,Low,Medium,Male,Public,4.333106798233474,Medium,6.634969961540638,At Risk
4.295291853803685,31.916066800775262,61.9008308045593,8.149364462560765,2.9807674444859913,Master,Yes,No,Medium,Medium,Male,Private,1.3443769129420655,Low,5.978479550824712,At Risk
5.107699869993116,74.58727642424046,74.15324254383833,5.439709420276153,3.1449021225879537,None,No,Yes,Medium,Medium,Female,Public,11.253815472777308,Medium,1.0679031740641638,High Performer
4.257052421784956,100.0,67.35459441452652,9.9177926114154,3.462176257846024,Bachelor,Yes,Yes,Low,Medium,Female,Private,0.5,High,5.88675196420475,Average
3.8265275764176394,99.91888821821806,56.202030956540966,4.268370896058256,4.642416709591539,High School,Yes,Yes,Low,Medium,Female,Private,1.1271032609443181,Medium,8.445255321409098,Average
3.548344456616067,68.14355615120593,68.36324606436189,6.103498475117714,1.5726895416571338,High School,Yes,No,Low,Medium,Female,Private,6.972578878730507,Medium,1.0,At Risk
1.7822170144488592,65.9668190945733,75.71914685954927,7.5553178349126116,2.1314858960934298,High School,No,No,Medium,Low,Male,Public,6.178657927390317,High,6.378765085951251,Average
2.9202336874079373,82.03161384112536,34.25088082133783,7.8764712496529645,1.5002738801023694,Bachelor,Yes,Yes,Low,Medium,Female,Public,1.7073252560824765,Low,4.681282850487071,Average
3.3090418435603186,60.02421841217563,82.38611097433846,6.849286419142443,2.002372213706973,High School,Yes,Yes,Low,Medium,Male,Public,0.5,High,3.3004099939541107,High Performer
5.585683339328374,79.52687849729199,59.95617891978392,6.913913945497686,3.8394480267635744,High School,Yes,Yes,Medium,Medium,Female,Public,9.762390884898753,High,6.6022571678239075,High Performer
4.515427434352692,86.49120417577035,71.38234899860345,7.615825127991425,0.38598261928319744,High School,Yes,No,Low,Medium,Female,Public,1.8821849376586417,Medium,8.419411801214661,Average
1.3554397669558993,93.40399835826462,82.95870385467842,6.65339578381348,0.9667403934013095,None,Yes,No,Low,Low,Female,Public,1.0889981211092965,High,6.550461457675508,At Risk
4.486125954092192,73.4976888528007,44.42489454154301,9.089771886902358,3.6526171238054737,Bachelor,Yes,No,High,Low,Female,Private,3.6289905628736516,Medium,4.257616097476947,At Risk
3.422376579375525,71.94489374734552,54.3583849635868,8.259023671347403,3.2240438082825076,PhD,Yes,No,Low,High,Male,Public,12.052366184429957,Medium,3.1130603511836874,Average
2.984616999541062,61.830261198651584,60.67176956186443,8.309236526508451,1.5642420238195065,High School,Yes,No,Medium,Medium,Female,Private,0.5,Medium,5.289255267579088,At Risk
4.917514433261302,62.5967946894021,53.24369718313358,5.5507649149443745,3.025282401344864,Master,Yes,Yes,Medium,Medium,Male,Private,7.25798641634638,Medium,6.746338584763176,Average
5.546499283743927,71.6028166214771,91.02404863755213,6.880917363391446,2.4094590109904397,Bachelor,Yes,Yes,Medium,Low,Male,Public,4.2486918393069635,Medium,4.225893947532545,High Performer
5.396920178674298,80.51048260224267,52.148418592598105,6.549301076918945,3.8003295308011857,Bachelor,No,No,Medium,Low,Male,Public,2.7708330782234363,Medium,4.4192340166984065,High Performer
2.7411737151660422,88.70376939349875,56.666798307697,5.491597936465801,2.089411512592127,Bachelor,No,No,Low,Medium,Female,Public,6.814460593350304,Medium,10.0,At Risk
3.536181436223178,62.95231573979483,68.06583547404465,7.54024627591865,3.230758536647099,Master,Yes,No,High,High,Male,Private,16.88122027505431,Medium,7.157303891919452,Average
4.496895147105346,97.39032853439282,46.96775710885866,6.193531363330275,5.170414292591143,High School,Yes,No,Medium,High,Male,Public,1.3016720027371076,Low,7.300257356787265,Average
5.463317690683539,70.93314598436147,59.06478932365604,7.983105744775355,2.7177189860569593,Bachelor,No,No,High,High,Female,Public,0.7753651548990338,Medium,2.079428187882376,High Performer
3.281238643232065,74.67949058477346,69.76179891875263,5.394712655658502,2.0591937989538125,Bachelor,Yes,No,Medium,High,Female,Public,12.202444164790936,High,3.585622641413079,High Performer
3.7215115350042742,63.79182481278265,60.00709393426233,9.578560919262731,2.866936382265175,Bachelor,Yes,No,High,High,Male,Private,5.5274757685217155,Medium,5.149363278908478,Average
2.3404975389909577,38.63639609590587,63.599197116500775,5.655501012111907,1.5616629701553382,Master,Yes,No,High,Medium,Male,Private,2.881142783661123,Medium,2.997724884229701,At Risk
2.205690063878994,88.26068094541574,57.06001831327444,7.328953505800654,4.865561246629678,High School,Yes,Yes,High,Low,Female,Public,4.257896717429508,Low,8.20079459777859,At Risk
5.218788733591297,86.0526584563865,42.282945362288494,8.1877889655821,2.2160852452351776,Bachelor,No,No,Medium,High,Female,Public,6.844510538608315,Medium,7.820624613181291,Average
6.0343600428562345,70.7800866432268,69.82389817008858,6.144039354699831,1.6724800157293847,Bachelor,No,No,Medium,Low,Male,Public,7.414728971538408,Low,3.9329093252318925,At Risk
3.891984817629499,76.00486075837308,91.32399607470862,8.278702965149426,0.9971731939759567,High School,Yes,Yes,High,Medium,Female,Public,12.622033892974386,Low,8.56783721321497,Average
5.5052993468380365,82.73908826556149,65.27602446175158,5.156224603299376,3.316664229927726,High School,Yes,No,High,Low,Female,Private,2.782976174847332,Medium,4.991495806560116,Average
4.542454037571451,51.56181214670186,68.37896175871325,9.178176548773841,3.040624895393287,Bachelor,Yes,No,High,Medium,Female,Private,1.7365299216980148,Medium,10.0,Average
3.0323203680923134,67.06420983980559,75.39084132675289,7.021223897448637,1.4031747543030881,Master,Yes,Yes,Medium,Medium,Female,Private,5.1035954493775835,Medium,5.289372261050073,High Performer
4.5420934082626205,86.9139701943274,45.96004255179952,6.10538288804668,2.691741614146907,Bachelor,Yes,No,High,Low,Female,Public,2.686942393862296,Medium,6.152385500656844,At Risk
6.307054849698954,56.18565865246126,90.53771987194409,6.551227341358849,0.18973283814457242,Master,Yes,Yes,Low,Medium,Female,Public,4.514386156640698,High,7.799806882339117,High Performer
3.9462609413350727,79.40336898249944,68.03493194634203,8.21337890408908,2.2219646900877876,Bachelor,Yes,No,Medium,High,Male,Public,2.7235134516032975,Low,7.555266699615618,Average
6.346965483721009,54.65127293064893,89.47785348633664,6.123317062224343,2.5433076224920335,High School,No,No,Low,Medium,Female,Public,0.8302480496826082,Low,6.021464132271787,Average
0.07038234386538367,81.9964497365029,54.00450506714016,5.8759634658658335,4.048795771471067,High School,Yes,Yes,Medium,High,Female,Public,3.1689862815051946,Medium,4.717719361112328,At Risk
5.232853756562836,74.46537776553775,92.27092883836737,6.667695103624393,1.0750174367255727,High School,Yes,Yes,High,Low,Male,Private,5.870740445157522,Low,6.028265399986238,High Performer
4.130570602357257,50.77302276141736,76.62733241052175,5.234556830845047,0.46597684543721085,High School,Yes,No,Low,Low,Female,Public,8.029316735749935,High,3.36763165624777,At Risk
3.551488974301199,92.47109031685757,73.29560128778537,9.730815861912724,0.92548644688995,High School,Yes,Yes,Medium,Medium,Male,Private,3.3994401326583654,Medium,5.304267437728232,Average
4.137641164803253,63.981126348029264,68.51036681529722,6.150408113177916,0.39611779962209615,Bachelor,Yes,Yes,Medium,Medium,Male,Public,0.9030424658906315,Medium,2.7813849350040103,High Performer
1.0186466280986606,62.84621344478428,61.27207072888326,8.247425179270605,3.6039888293107794,Bachelor,Yes,No,Low,Medium,Male,Public,2.6780487226377643,Medium,1.4382367198393973,At Risk
3.670492168243732,78.00853795846415,83.0079748771081,7.314205125471659,3.858367154028844,High School,Yes,Yes,Medium,High,Female,Public,7.715768536676299,Medium,5.100853528278886,High Performer
4.53566885726762,92.22956024143073,67.1053980477207,5.523198924277048,2.384259893538595,High School,No,Yes,Medium,High,Female,Public,2.662453722378792,Low,7.524555781343345,Average
6.216841067112274,59.762672715324044,35.49395444619272,6.991067936180906,3.4655539348221778,High School,No,No,Low,High,Male,Public,5.962375676292865,High,6.8516092831921185,At Risk
3.222594672589529,75.92519774771958,48.242203074394965,8.176004168966122,2.1607500566962825,Bachelor,Yes,No,High,Medium,Female,Private,3.538398151468523,Medium,4.836175408548783,At Risk
2.7872595956602186,81.4322475049586,62.21231371710879,6.71760799737054,1.8858660227590809,High School,Yes,No,High,Low,Male,Public,1.380237586405171,Low,8.493979396350992,Average
3.2473644346231954,85.39658410894717,69.64998474748333,8.789669418776542,1.600354857135486,High School,Yes,No,Low,Medium,Female,Private,7.951866709308124,Medium,3.8618772183068524,Average
5.373103176553111,77.64662332915837,64.15117266650157,8.532273089172795,1.6275308103469215,Master,Yes,Yes,Low,Low,Female,Private,0.5,Low,1.1643346764039535,High Performer
4.493126664489527,69.49458241375017,83.28456184690495,8.378372281987494,0.14263813242916257,Master,Yes,Yes,Medium,Medium,Female,Public,3.7210475897337507,Low,1.0,High Performer
3.2053596943494416,62.5861466902692,35.733472039420626,6.310514841590504,2.3171057163288067,High School,No,Yes,Medium,Low,Female,Private,1.1715978187027034,Medium,2.637618118808566,At Risk
4.769901149670034,76.29215824569562,67.1538190475774,5.380236328327769,1.9515993077431475,Bachelor,Yes,No,Low,Medium,Male,Public,0.5,Medium,6.633249486524457,Average
4.14561632402206,58.9179148202159,37.730311619192676,6.079618591955809,2.894432868893451,High School,Yes,No,Low,Low,Female,Private,3.4951616917264623,Medium,3.7303946330652273,At Risk
5.452967485799334,31.17974274758089,76.39568443226253,7.2943614110000805,2.1122281957263316,Master,Yes,No,Medium,Low,Female,Public,3.4613593781047776,Low,5.921917283714604,At Risk
2.9469203591839714,81.54839706236501,63.58311928336996,7.818680070298534,1.80475555811709,Bachelor,No,No,High,Medium,Male,Public,6.136222538058075,Medium,8.292566767167955,At Risk
3.508506780103348,88.55902261629294,71.29414958036178,3.7426428928593287,0.9545683639908431,High School,Yes,No,Medium,Medium,Female,Public,6.82757268564853,Low,2.799806074844388,At Risk
3.4118377703017635,39.55601346687242,52.04175559115351,6.987830197582374,2.0865838841861137,Bachelor,Yes,Yes,Medium,Medium,Female,Public,6.505934603374963,Medium,5.95699946359178,At Risk
1.8047275778018221,59.854039429350934,84.19197397486627,7.237133837984777,2.885884676979394,High School,Yes,No,High,Medium,Male,Private,2.6344255565866446,Medium,6.077926145311444,At Risk
4.444180415596864,84.28731391507796,80.62586996088277,6.583683615526673,0.6279932106993671,High School,Yes,Yes,Medium,Low,Female,Private,4.9941486320970405,Medium,3.2785240230537935,High Performer
4.391582908269834,100.0,73.75316454517832,8.936910758523819,2.104968504416887,High School,Yes,Yes,Medium,Medium,Female,Private,4.301268291497554,High,7.708421850490167,High Performer
4.0076701849636915,75.31190561513112,63.057241297048385,7.6326701113763065,2.279651541835381,Bachelor,Yes,No,Medium,Low,Female,Public,2.7371174509680722,High,4.4245858889010465,At Risk
3.64811929993728,64.07995588156298,73.69785927942698,8.965287862121345,1.1383222596580829,High School,No,No,High,High,Male,Public,4.546733167476448,High,4.232494038173981,High Performer
1.8769438869243786,72.2565533834274,54.39661148018977,6.676059219474651,1.2945724341103997,High School,Yes,No,Medium,Medium,Male,Public,14.710756277110358,High,9.223226436835946,At Risk
3.3690320158519613,95.62314628722277,77.83333488531068,8.406216238760388,2.276733018519457,High School,No,No,High,Low,Male,Public,1.0714997553952523,High,6.045533484733436,High Performer
3.485928225209846,65.31053731313197,89.74221341485881,9.45259959179128,0.6398947780488524,None,Yes,Yes,Medium,Medium,Female,Public,11.81019459090815,High,6.850581099370996,Average
2.796584096167572,63.0121199002462,81.05915839968779,8.967540173908992,2.419908458299271,Master,No,No,Medium,High,Female,Public,0.5,High,7.7097858630436775,High Performer
3.7580714325009863,67.75884716726951,54.055962952888855,5.361787609856901,0.9255747516089601,High School,Yes,No,Low,Medium,Female,Public,1.8436596399322769,Medium,3.699052001081566,At Risk
4.606076285221808,60.70007087611931,70.42125975909654,6.619485883686428,3.27542443163986,None,Yes,Yes,Medium,High,Male,Public,1.6994069462002743,Low,7.499642194107358,Average
6.829278851815795,76.84005473992194,45.60287684362028,6.482252941825306,4.80539329446596,Bachelor,Yes,No,High,Medium,Male,Public,4.922380913326851,Low,3.9962117700046598,Average
4.261866719247759,99.3701768770434,73.58585466763513,7.7338818026144915,0.9670918379578164,Master,Yes,No,Low,Low,Female,Public,0.7033552501610552,High,3.9107532213234055,High Performer
4.386325586084147,79.84618909674043,71.75905119293809,8.0295303325218,2.6410494348496094,Master,Yes,No,Medium,High,Female,Private,10.700104325800815,Medium,4.456000055383727,Average
3.8883311263507494,71.21469746810568,36.952754907017535,5.741660988961396,1.1279097141415768,Bachelor,Yes,No,Low,Medium,Female,Public,8.81735907563074,High,3.75587033011009,At Risk
1.1218431770514377,70.62283096626683,47.57324234131454,7.101757770875406,3.2491450085573472,High School,Yes,No,High,Medium,Female,Private,5.27870977061493,Medium,6.644312865314326,At Risk
3.9602291868261745,51.552137869550144,60.752916548843494,3.9701090017657954,0.481689909097742,Bachelor,Yes,No,Low,Medium,Female,Public,3.0662654823489426,Medium,5.534421310290112,At Risk
4.09034531491154,88.24664665720738,60.48710379288761,9.162917508702835,2.5767041101132553,Bachelor,Yes,Yes,High,Medium,Female,Private,13.512033936453864,Medium,4.017551170765774,High Performer
7.694863168727929,73.83244204480798,46.857845968717925,6.23143863898496,0.9524132397327769,High School,Yes,Yes,Medium,Medium,Female,Public,8.881790056203467,High,6.349010066309644,High Performer
3.7114585528283164,72.29280129614061,70.83468094028275,7.083795909766746,1.7516184930819576,Master,Yes,Yes,Low,Medium,Male,Public,3.4588920695552665,Low,4.449635125227308,Average
4.452321013500419,100.0,68.77210413410768,6.535525429017908,0.7627696698232316,High School,Yes,Yes,Medium,Medium,Female,Public,6.051184488523277,High,4.343859259270647,High Performer
3.947932345442135,79.48129362548529,62.08596302032221,8.719041362520123,2.9868205650749045,PhD,Yes,No,Low,High,Female,Private,4.18427895403225,High,5.097367769803087,High Performer
2.246982943570702,63.72313424857224,53.66312749762456,3.0,0.9956235746724957,Master,No,No,Medium,Medium,Male,Public,4.432958706863537,Medium,5.926920711332435,At Risk
5.71423422177253,68.60463605691685,80.73060689624845,6.975084486511136,2.662357111198193,Bachelor,No,Yes,Medium,Medium,Male,Public,2.009677244235663,Medium,5.779695298754839,High Performer
5.127899549030161,92.22668563795132,89.83110669632443,6.8412718637534535,1.5870823660852005,Master,Yes,Yes,Low,Medium,Male,Private,3.100269944268652,Low,4.273501635494339,High Performer
5.18654792056457,76.69905615806647,57.746577742301945,6.319545418612476,1.8626331538413645,Bachelor,Yes,Yes,High,High,Female,Public,0.5,Low,6.694222414878805,High Performer
2.635918817807892,53.4258303252395,55.81749624267769,9.58933981845345,2.1773070888801542,High School,Yes,No,Low,Medium,Male,Public,2.2107649529183124,Medium,4.555211697840688,At Risk
6.104191466404149,88.78843401862805,72.36811498117994,5.669005811716343,1.0858103940093815,Bachelor,Yes,No,Medium,Medium,Male,Public,5.950818212068981,Low,3.690031022782562,High Performer
1.8972234058115784,64.97783871691509,59.629559303795205,8.157694265853491,2.2524405362490643,High School,Yes,No,Medium,High,Female,Public,15.31107333459776,Low,2.063956702465297,At Risk
4.880285640700405,100.0,62.909041990051485,7.534379183059126,3.8364014772252935,High School,Yes,No,Medium,High,Male,Public,16.49285823356025,High,6.966356961998042,High Performer
7.285683438714968,91.20072098571973,76.09479727587006,8.892278878803275,1.0662862570007428,Bachelor,Yes,Yes,Medium,Medium,Female,Public,4.056533713122535,Medium,5.024780152388015,High Performer
2.514195512303967,68.29017156511873,36.359658687390606,5.999216372833742,3.4061721719286138,High School,Yes,Yes,Medium,Medium,Male,Private,4.6649246871862,Medium,5.42174471702103,At Risk
3.150553405595842,94.2152454260267,84.77453487279004,5.900546651314362,3.797717160185341,High School,Yes,Yes,Medium,Medium,Female,Private,1.0272622383647463,Low,7.091605831399031,High Performer
4.1494770476314615,76.01783265791104,66.09020786494013,8.644104861216098,1.0206140131663473,Bachelor,No,Yes,Medium,Medium,Male,Public,5.942271017157999,High,4.045187536804368,Average
3.244786518825701,87.79160512683329,58.8276028315673,7.637981962495165,0.2539344738913376,Master,Yes,No,Low,High,Male,Public,0.5,High,2.251201503051743,High Performer
1.6740048534008007,82.27099225941713,63.661487686678264,4.682593979984862,2.3623530802061175,None,Yes,No,Medium,High,Male,Private,1.6751661630176375,Medium,5.139561404430437,At Risk
4.102844462209041,62.3046501751369,64.43644032530779,6.191042478305095,1.3431109726797525,High School,No,No,Low,Low,Female,Private,5.518576644572396,High,5.615923104160591,At Risk
2.4065444294108427,65.34675251523807,39.031980448326124,7.579573980772091,4.242323862995603,High School,Yes,No,Low,Medium,Female,Private,1.857566242180055,High,4.474301867679254,At Risk
4.710388645952772,90.44941226371742,87.42407341179853,8.256646332319884,2.041769048599799,Bachelor,Yes,Yes,Medium,Medium,Male,Public,0.5,Medium,7.947475156152338,High Performer
2.620863648649295,69.97837001840189,65.61988448405927,5.9811540202105675,1.037360710357785,High School,Yes,Yes,Medium,High,Female,Private,8.915101120115636,Medium,1.0,Average
6.324901607526309,68.94527305137005,71.64503195671062,3.0,0.6234085867859462,Bachelor,Yes,No,Medium,Medium,Male,Private,1.857710335042494,Low,7.240113275799565,High Performer
2.825120061495644,60.673161309759706,79.27324655861064,7.78483477860555,3.3078859509089966,High School,Yes,No,Medium,Medium,Female,Public,0.5,Medium,6.582307300728452,At Risk
3.5169077256914867,81.35398598390192,49.6825631365955,5.169518965084036,1.3145792310989761,High School,Yes,Yes,Medium,Low,Female,Public,0.5,Low,5.9135415554009185,At Risk
5.220275826054505,100.0,72.10207848552842,3.973991802816383,2.052594559352514,Master,Yes,No,Medium,Medium,Female,Public,1.4501494573741893,Low,1.0,High Performer
2.153703525349067,58.9870062861859,60.985383636518094,3.0,3.146963294134977,None,No,No,Low,Low,Female,Public,0.9801714231347759,Low,7.567777566540537,At Risk
4.341189901906194,75.36329185009137,77.7015616282474,8.220971290296612,1.4188899776830037,Bachelor,Yes,No,Medium,High,Female,Private,7.44274558501303,High,2.9471317787282296,High Performer
5.960714131423642,96.18330833123144,33.09158869472757,7.192926175607449,1.9448854055118072,None,No,No,Medium,High,Female,Private,1.9407104586197725,Medium,3.9846160432332267,Average
1.5887751481581587,73.80537913131427,63.51358549638096,6.661515428931622,1.9801179082129758,Bachelor,Yes,No,Medium,Medium,Female,Private,8.165984296775436,High,4.658814670419862,Average
4.276950787798456,81.78557694374601,55.95769016324058,9.083536544444144,2.81998941381931,Bachelor,No,No,Medium,Medium,Female,Private,0.9548703976308959,Medium,5.814836069303951,Average
4.389824191372635,59.0640970777968,71.48394425951233,7.9559870245346085,2.708893202612391,High School,Yes,No,Medium,High,Female,Public,3.3950299956710923,Medium,6.2788560843851,Average
5.172734307665966,81.42460645811472,72.05066281052304,9.424450064082874,1.7358635224942058,High School,Yes,No,Medium,Medium,Female,Public,5.824355580271623,Medium,6.785681108638593,Average
2.144573933682877,72.19283602493176,54.38561157766961,4.910896791749505,2.076378873795821,High School,Yes,Yes,Medium,Low,Female,Private,5.277632587791792,Medium,6.631707020157032,At Risk
2.0193150803735858,89.78594993519795,54.31739203735935,6.948174064069055,1.553865186171814,Bachelor,Yes,No,Medium,High,Female,Public,4.595591251826473,High,5.505854408426252,High Performer
4.782912348425347,92.81079077347127,63.34001947164006,4.574929937577979,0.22686511169666645,Master,Yes,Yes,Medium,High,Female,Public,12.939456745081614,High,5.831845318115182,High Performer
4.445477009849779,100.0,51.55036659027188,6.655926502216799,2.309121028877755,Bachelor,Yes,Yes,Low,High,Male,Public,1.2972560178557795,Low,2.818492568355507,Average
4.375739275518815,83.69449759820364,77.6297554317819,6.627076219349984,4.270630112999681,Bachelor,No,No,Low,Low,Male,Public,3.403319158596811,High,3.4979463863619555,High Performer
4.519672314245463,79.8869447487325,59.461891993288305,7.939920455894606,0.9395370311707247,High School,No,No,Low,Low,Male,Public,10.77050433212148,Medium,6.790920447349665,At Risk
2.979962917632264,77.91576452366004,21.395176710175377,7.068345821712848,1.0723643484767564,High School,Yes,Yes,Medium,Low,Female,Public,0.5,Low,6.674418973457362,At Risk
4.348380545741505,69.70250560783967,59.37766915067291,7.935110707419874,0.9551266740275104,High School,Yes,Yes,High,Low,Male,Public,0.5,Medium,6.447598832888842,Average
4.439608709948022,80.07725765192536,49.421842687340416,8.055160199708341,2.869510134467747,High School,Yes,Yes,Medium,High,Female,Private,1.3283133603185013,Medium,3.9711664766869452,Average
2.928472872960448,70.56897884791456,40.53086276808582,10.232393016074713,2.538182545035728,High School,Yes,No,Low,Low,Female,Private,5.012256257519133,Medium,6.820984263887391,At Risk
6.798661766717135,77.52691464404421,46.43860042666141,6.527055017070813,1.809754769100252,Bachelor,No,Yes,High,Medium,Female,Private,1.5047121952651827,High,2.677511095039284,High Performer
4.710749381367681,94.7639630341194,66.64112707749455,5.588465949000431,0.898377126033242,Bachelor,Yes,Yes,High,Medium,Male,Public,1.0550861401396858,Low,7.1547196197245455,Average
